ini,to.rem,m,s,p,m.s,s.s,p.s,val
488,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
489,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
490,3,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
491,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
492,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
493,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
494,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
495,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
496,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
497,2,-86.5,-51.9,-57.666666666666664,0.07765424062161101,-0.03162277660172919,3.6714112912564083,3.7806883084797485
498,0,-99.2,-51.9,-64.75,-12.864719196313551,-0.03162277660172919,-0.2721024480093339,13.168444420924615
499,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
500,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
501,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
502,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
503,3,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
504,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
505,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
506,3,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
507,3,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
508,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
509,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
510,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
511,3,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
512,4,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
513,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
514,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
515,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
516,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
517,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
518,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
519,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
520,3,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
521,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
522,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
523,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
524,4,-86.5,-51.9,-57.666666666666664,0.07765424062161101,-0.03162277660172919,3.6714112912564083,3.7806883084797485
525,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
526,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
527,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
528,0,-86.5,-51.9,-57.666666666666664,0.07765424062161101,-0.03162277660172919,3.6714112912564083,3.7806883084797485
529,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
530,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
531,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
532,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
533,3,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
534,3,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
535,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
536,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
537,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
538,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
539,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
540,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
541,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
542,4,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
543,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
544,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
545,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
546,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
547,1,-86.5,-51.9,-57.666666666666664,0.07765424062161101,-0.03162277660172919,3.6714112912564083,3.7806883084797485
548,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
549,3,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
550,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
551,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
552,4,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
553,2,-86.5,-51.9,-57.666666666666664,0.07765424062161101,-0.03162277660172919,3.6714112912564083,3.7806883084797485
554,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
555,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
556,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
557,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
558,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
559,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
560,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
561,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
562,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
563,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
564,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
565,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
566,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
567,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
568,2,-99.2,-51.9,-64.75,-12.864719196313551,-0.03162277660172919,-0.2721024480093339,13.168444420924615
569,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
570,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
571,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
572,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
573,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
574,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
575,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
576,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
577,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
578,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
579,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
580,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
581,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
582,3,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
583,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
584,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
585,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
586,4,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
587,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
588,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
589,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
590,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
591,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
592,1,-86.5,-51.9,-57.666666666666664,0.07765424062161101,-0.03162277660172919,3.6714112912564083,3.7806883084797485
593,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
594,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
595,4,-86.5,-51.9,-57.666666666666664,0.07765424062161101,-0.03162277660172919,3.6714112912564083,3.7806883084797485
596,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
597,3,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
598,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
599,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
600,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
601,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
602,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
603,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
604,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
605,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
606,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
607,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
608,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
609,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
610,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
611,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
612,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
613,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
614,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
615,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
616,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
617,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
618,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
619,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
620,0,-86.5,-51.9,-57.666666666666664,0.07765424062161101,-0.03162277660172919,3.6714112912564083,3.7806883084797485
621,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
622,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
623,4,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
624,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
625,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
626,3,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
627,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
628,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
629,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
630,3,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
631,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
632,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
633,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
634,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
635,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
636,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
637,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
638,3,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
639,4,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
640,4,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
641,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
642,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
643,1,-86.5,-51.9,-57.666666666666664,0.07765424062161101,-0.03162277660172919,3.6714112912564083,3.7806883084797485
644,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
645,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
646,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
647,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
648,3,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
649,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
650,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
651,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
652,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
653,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
654,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
655,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
656,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
657,3,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
658,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
659,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
660,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
661,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
662,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
663,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
664,2,-86.5,-51.9,-57.666666666666664,0.07765424062161101,-0.03162277660172919,3.6714112912564083,3.7806883084797485
665,3,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
666,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
667,3,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
668,3,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
669,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
670,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
671,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
672,1,-99.2,-51.9,-64.75,-12.864719196313551,-0.03162277660172919,-0.2721024480093339,13.168444420924615
673,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
674,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
675,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
676,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
677,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
678,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
679,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
680,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
681,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
682,1,-86.5,-51.9,-57.666666666666664,0.07765424062161101,-0.03162277660172919,3.6714112912564083,3.7806883084797485
683,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
684,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
685,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
686,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
687,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
688,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
689,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
690,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
691,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
692,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
693,3,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
694,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
695,4,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
696,0,-99.2,-51.9,-64.75,-12.864719196313551,-0.03162277660172919,-0.2721024480093339,13.168444420924615
697,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
698,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
699,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
700,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
701,3,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
702,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
703,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
704,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
705,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
706,3,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
707,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
708,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
709,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
710,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
711,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
712,4,-86.5,-51.9,-57.666666666666664,0.07765424062161101,-0.03162277660172919,3.6714112912564083,3.7806883084797485
713,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
714,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
715,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
716,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
717,3,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
718,3,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
719,3,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
720,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
721,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
722,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
723,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
724,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
725,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
726,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
727,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
728,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
729,3,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
730,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
731,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
